i.e.	26689499564806730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
negatively.	-0.000185
tracking.	-0.000185
unleash.	-0.000185
counterpart.	-0.000185
laboratory.	-0.000185
fascinating.	-0.000185
travelling.	-0.000186
unnecessarily.	-0.000186
preventable.	-0.000186
seizures.	-0.000187
enactment.	-0.000187
protectorate.	-0.000187
el-Sheikh.	-0.000187
inefficiency.	-0.000187
enslavement.	-0.000187
dissatisfied.	-0.000187
opting-out.	-0.000187
impurities.	-0.000187
apolitical.	-0.000187
despairing.	-0.000187
Mr Hökmark.	-0.000187
dissipated.	-0.000187
redesigned.	-0.000187
reprimands.	-0.000187
cyclamates.	-0.000187
technician.	-0.000187
supportive.	-0.000187
overbooked.	-0.000188
thankfully.	-0.000188
Figueiredo.	-0.000188
instructed.	-0.000188
redrafting.	-0.000188
no-one.	-0.000188
restructured.	-0.000188
assertions.	-0.000188
Milinkevich.	-0.000189
separatists.	-0.000189
precarious.	-0.000189
nursery.	-0.000189
instant.	-0.000189
handicapped.	-0.000189
confronting.	-0.000189
operated.	-0.000189
Zimbabweans.	-0.000189
jeopardized.	-0.000189
helplessly.	-0.000189
desperation.	-0.000189
monitoring.	-0.000189
judiciaries.	-0.000190
mainstreaming.	-0.000190
dispensed.	-0.000190
abduction.	-0.000190
presence.	-0.000190
approximately.	-0.000190
meddling.	-0.000190
forgiven.	-0.000190
uprooted.	-0.000190
proliferate.	-0.000190
markedly.	-0.000190
Suleiman.	-0.000190
triptych.	-0.000190
Khanbiev.	-0.000190
Lemierre.	-0.000190
pillaged.	-0.000190
chemists.	-0.000190
reshaped.	-0.000190
collided.	-0.000190
showdown.	-0.000190
reindeer.	-0.000190
Domenici.	-0.000190
colossus.	-0.000190
occupant.	-0.000190
Mr Stark.	-0.000190
mind-set.	-0.000190
Rousseau.	-0.000190
centrist.	-0.000190
typhoons.	-0.000190
fiercest.	-0.000190
Mrs Mann.	-0.000190
Emmanuel.	-0.000190
Lambrias.	-0.000190
stopover.	-0.000190
Saramago.	-0.000190
logbooks.	-0.000190
morphine.	-0.000190
stalking.	-0.000190
funerals.	-0.000190
Agboyibo.	-0.000190
Firearms.	-0.000190
Burgundy.	-0.000190
sufferer.	-0.000190
Meijer's.	-0.000190
Menrad's.	-0.000190
luxuries.	-0.000190
egoistic.	-0.000190
refiners.	-0.000190
Mandarin.	-0.000190
exponent.	-0.000190
kingdoms.	-0.000190
stoppage.	-0.000190
glimmers.	-0.000190
Coordinator.	-0.000191
Troy.	-0.000191
tram.	-0.000191
tops.	-0.000191
Cost.	-0.000191
Pery.	-0.000191
authorized.	-0.000191
herbicides.	-0.000191
misinformed.	-0.000192
criminalised.	-0.000192
refute.	-0.000192
demagogic.	-0.000192
interface.	-0.000192
compassion.	-0.000192
beginnings.	-0.000192
trepidation.	-0.000192
obstructive.	-0.000192
translators.	-0.000192
materialised.	-0.000192
originality.	-0.000192
sensitively.	-0.000192
demonstrates.	-0.000192
explanations.	-0.000192
Biofuels.	-0.000192
restrain.	-0.000192
Thinking.	-0.000192
Graenitz.	-0.000192
persistent.	-0.000193
recalled.	-0.000193
depleted.	-0.000193
Vladimir.	-0.000193
comprehensive.	-0.000194
ADR.	-0.000194
pub.	-0.000194
RTD.	-0.000194
murderous.	-0.000194
amazement.	-0.000195
poisonous.	-0.000195
distressing.	-0.000195
possibilities.	-0.000195
unavailable.	-0.000195
hackneyed.	-0.000195
grievance.	-0.000195
shepherds.	-0.000195
loyalties.	-0.000195
Sifunakis.	-0.000195
softeners.	-0.000195
arbitrate.	-0.000195
soundings.	-0.000195
modified.	-0.000195
schillings.	-0.000196
fatherland.	-0.000196
7 November.	-0.000196
Euroregion.	-0.000196
inhalation.	-0.000196
redemption.	-0.000196
conquerors.	-0.000196
toxicology.	-0.000196
uninvolved.	-0.000196
Westphalia.	-0.000196
Mr Pflüger.	-0.000196
aerodromes.	-0.000196
alterations.	-0.000196
hardships.	-0.000196
commotion.	-0.000196
transgress.	-0.000196
phonograms.	-0.000196
vernacular.	-0.000196
non-answer.	-0.000196
motherland.	-0.000196
receptions.	-0.000196
acquisitions.	-0.000196
functioning.	-0.000196
licensees.	-0.000197
dualistic.	-0.000197
satrapies.	-0.000197
realigned.	-0.000197
widowhood.	-0.000197
budgetise.	-0.000197
Würmeling.	-0.000197
glutamate.	-0.000197
Groupeuro.	-0.000197
megajoule.	-0.000197
Steneberg.	-0.000197
lynchpins.	-0.000197
deflating.	-0.000197
Ambulance.	-0.000197
talkative.	-0.000197
Phenomena.	-0.000197
silkworms.	-0.000197
half-mast.	-0.000197
200 years.	-0.000197
Fulbright.	-0.000197
June-July.	-0.000197
flinching.	-0.000197
GroupWise.	-0.000197
Osnabrück.	-0.000197
beckoning.	-0.000197
reflation.	-0.000197
apostates.	-0.000197
stagiaire.	-0.000197
cleansers.	-0.000197
renderers.	-0.000197
Interbrew.	-0.000197
workspace.	-0.000197
backpedal.	-0.000197
Velasquez.	-0.000197
forearmed.	-0.000197
teleology.	-0.000197
176/tonne.	-0.000197
black-out.	-0.000197
lifespans.	-0.000197
el­Sheikh.	-0.000197
despaired.	-0.000197
adhesives.	-0.000197
basements.	-0.000197
paralyzed.	-0.000197
picograms.	-0.000197
non-issue.	-0.000197
flashback.	-0.000197
Sarmiento.	-0.000197
Pouyandeh.	-0.000197
Avoparcin.	-0.000197
Ilivitzky.	-0.000197
footpaths.	-0.000197
millenium.	-0.000197
Malaitans.	-0.000197
Composers.	-0.000197
non-users.	-0.000197
re-arming.	-0.000197
claimable.	-0.000197
cableways.	-0.000197
blackened.	-0.000197
caesarean.	-0.000197
Prishtina.	-0.000197
bagatelle.	-0.000197
jihadists.	-0.000197
sub-items.	-0.000197
intifadas.	-0.000197
premisses.	-0.000197
defectors.	-0.000197
Enjoyment.	-0.000197
awkwardly.	-0.000197
Mr Sharon.	-0.000197
umbrellas.	-0.000197
take-offs.	-0.000197
Mirdamadi.	-0.000197
husbanded.	-0.000197
casteless.	-0.000197
scripture.	-0.000197
dismaying.	-0.000197
Uspaskich.	-0.000197
9 January.	-0.000197
pro-human.	-0.000197
transited.	-0.000197
8 million.	-0.000197
autopilot.	-0.000197
speaker’s.	-0.000197
adrenalin.	-0.000197
Fantastic.	-0.000197
Scowcroft.	-0.000197
welfarism.	-0.000197
decalogue.	-0.000197
specialis.	-0.000197
subsiding.	-0.000197
Windscale.	-0.000197
Liikaanen.	-0.000197
Szczeczin.	-0.000197
hillsides.	-0.000197
insurable.	-0.000197
Euroscola.	-0.000197
Vojdovina.	-0.000197
under-25s.	-0.000197
Monsengwo.	-0.000197
parchment.	-0.000197
seat-belt.	-0.000197
15 months.	-0.000197
maximized.	-0.000197
caliphate.	-0.000197
gradation.	-0.000197
parastate.	-0.000197
pipedream.	-0.000197
Yongbyong.	-0.000197
effectual.	-0.000197
Feldkirch.	-0.000197
refilling.	-0.000197
mujahedin.	-0.000197
freewheel.	-0.000197
73/44/EEC.	-0.000197
Catalogue.	-0.000197
mini-jobs.	-0.000197
dysphasia.	-0.000197
mini-cups.	-0.000197
exclaimed.	-0.000197
brainwave.	-0.000197
landslips.	-0.000197
Profiling.	-0.000197
dubiously.	-0.000197
Grossmann.	-0.000197
giveaways.	-0.000197
time-slot.	-0.000197
murmuring.	-0.000197
Schweppes.	-0.000197
sabotages.	-0.000197
newsprint.	-0.000197
Charentes.	-0.000197
overdrawn.	-0.000197
fallowing.	-0.000197
psychoses.	-0.000197
re-worked.	-0.000197
Parlatino.	-0.000197
ecumenism.	-0.000197
Mr Claeys.	-0.000197
sultanate.	-0.000197
circumvented.	-0.000197
Library.	-0.000197
Express.	-0.000197
vacuous.	-0.000197
Nielsen.	-0.000197
freezes.	-0.000197
Tindouf.	-0.000197
affixed.	-0.000197
Rosbach.	-0.000197
Vivendi.	-0.000197
blended.	-0.000197
paragon.	-0.000197
Castelo.	-0.000197
deploys.	-0.000197
D'Alema.	-0.000197
Content.	-0.000197
calcium.	-0.000197
demography.	-0.000197
grass-roots.	-0.000198
e-learning.	-0.000198
organotin.	-0.000198
tricolour.	-0.000198
eCommerce.	-0.000198
immunised.	-0.000198
predation.	-0.000198
Kozlodoui.	-0.000198
Hołowczyc.	-0.000198
attorneys.	-0.000198
scorecard.	-0.000198
peatlands.	-0.000198
pre-draft.	-0.000198
emphysema.	-0.000198
Innsbruck.	-0.000198
Podkański.	-0.000198
humanised.	-0.000198
denatured.	-0.000198
LEADER-II.	-0.000198
Samaritan.	-0.000198
Président.	-0.000198
Euratom's.	-0.000198
Benavides.	-0.000198
reordered.	-0.000198
Waffen-SS.	-0.000198
furtively.	-0.000198
optimized.	-0.000198
Filipiová.	-0.000198
Buttercup.	-0.000198
cassation.	-0.000198
Mr Folias.	-0.000198
derivates.	-0.000198
check-out.	-0.000198
Europabio.	-0.000198
librarian.	-0.000198
disbarred.	-0.000198
atonement.	-0.000198
despoiled.	-0.000198
inputting.	-0.000198
nightlife.	-0.000198
skyrocket.	-0.000198
opting-in.	-0.000198
encircled.	-0.000198
emaciated.	-0.000198
intersect.	-0.000198
modernism.	-0.000198
euro zone.	-0.000198
turn-outs.	-0.000198
weanlings.	-0.000198
pro-peace.	-0.000198
Abbeville.	-0.000198
corvettes.	-0.000198
madrasahs.	-0.000198
absorbers.	-0.000198
Wimbledon.	-0.000198
nanograms.	-0.000198
capsizing.	-0.000198
four-fold.	-0.000198
clergymen.	-0.000198
primaries.	-0.000198
sea-water.	-0.000198
antidotes.	-0.000198
earphones.	-0.000198
Recession.	-0.000198
altitudes.	-0.000198
animation.	-0.000198
observant.	-0.000198
innovated.	-0.000198
Fortunato.	-0.000198
unwrapped.	-0.000198
Cernavodă.	-0.000198
Magdeburg.	-0.000198
soapboxes.	-0.000198
12 months.	-0.000198
stretcher.	-0.000198
Corridors.	-0.000198
data-base.	-0.000198
Mrs Krupa.	-0.000198
Cartesian.	-0.000198
Ratsiraka.	-0.000198
farewells.	-0.000198
Americana.	-0.000198
Mr Davies.	-0.000198
Reykjavík.	-0.000198
Cernavoda.	-0.000198
templates.	-0.000198
exactions.	-0.000198
Spokesman.	-0.000198
inelastic.	-0.000198
navigator.	-0.000198
McGuinnes.	-0.000198
non-white.	-0.000198
gunpowder.	-0.000198
begrudges.	-0.000198
carousels.	-0.000198
telluride.	-0.000198
Esterházy.	-0.000198
time-wise.	-0.000198
top-rated.	-0.000198
fifty-one.	-0.000198
Pinocchio.	-0.000198
Registers.	-0.000198
Português.	-0.000198
homicides.	-0.000198
McGuiness.	-0.000198
ironic.	-0.000198
Presidency's.	-0.000198
Mussolini.	-0.000198
deceitful.	-0.000198
scheduling.	-0.000199
cordial.	-0.000199
seventy.	-0.000199
Abruzzo.	-0.000199
saddled.	-0.000199
Brother.	-0.000199
violently.	-0.000199
personally.	-0.000199
unturned.	-0.000199
Obasanjo.	-0.000199
averages.	-0.000199
affirmed.	-0.000199
exceptional.	-0.000199
monstrosity.	-0.000200
allegiances.	-0.000200
coral.	-0.000200
leaps.	-0.000200
knock.	-0.000200
remarkable.	-0.000200
choosing.	-0.000200
narrowly.	-0.000201
interrelated.	-0.000201
untouchable.	-0.000201
managerial.	-0.000201
aback.	-0.000201
debit.	-0.000201
flash.	-0.000201
reins.	-0.000201
staggering.	-0.000201
strikes.	-0.000202
timidity.	-0.000202
Gil-Robles.	-0.000202
gratified.	-0.000202
touching.	-0.000202
corpus.	-0.000202
Cancer.	-0.000202
independently.	-0.000202
humiliation.	-0.000202
indications.	-0.000202
waivers.	-0.000202
globalised.	-0.000202
Applause.	-0.000202
insignificant.	-0.000203
anonymously.	-0.000203
well-founded.	-0.000203
Belgians.	-0.000203
subjugation.	-0.000204
arbitrator.	-0.000204
Betancourt.	-0.000204
insurgency.	-0.000204
quadrupled.	-0.000204
delineated.	-0.000204
submissive.	-0.000204
gastronomy.	-0.000204
immorality.	-0.000204
aftertaste.	-0.000204
wrongdoers.	-0.000204
xenophobic.	-0.000204
resist.	-0.000204
climax.	-0.000204
Romany.	-0.000204
clique.	-0.000204
adapts.	-0.000204
cliché.	-0.000204
resolutely.	-0.000204
achieves.	-0.000205
pregnant.	-0.000205
withdrawing.	-0.000205
intelligent.	-0.000205
non-violence.	-0.000205
Carlotti.	-0.000205
believer.	-0.000205
stocking.	-0.000205
pollutant.	-0.000205
unreasonable.	-0.000205
sorrow.	-0.000205
alienated.	-0.000205
overcapacity.	-0.000206
Waddington.	-0.000206
kidnapped.	-0.000206
unfinished.	-0.000207
battlefield.	-0.000207
adaptations.	-0.000207
description.	-0.000208
plastic.	-0.000208
strenuous.	-0.000208
deceiving.	-0.000208
reluctance.	-0.000208
self-defence.	-0.000208
conventional.	-0.000208
economical.	-0.000208
technicians.	-0.000209
processors.	-0.000209
conservation.	-0.000209
geopolitics.	-0.000209
infertility.	-0.000209
protracted.	-0.000210
dictatorships.	-0.000210
prohibitive.	-0.000210
realm.	-0.000210
earnestly.	-0.000210
Abu-Jamal.	-0.000210
immovable.	-0.000210
Szymański.	-0.000210
Milošević.	-0.000210
exhibited.	-0.000210
helicopters.	-0.000211
misses.	-0.000211
trademark.	-0.000211
worldview.	-0.000211
landmarks.	-0.000211
hand-over.	-0.000211
disunited.	-0.000211
defeatist.	-0.000211
megawatts.	-0.000211
Structure.	-0.000211
Contracts.	-0.000211
mid-1980s.	-0.000211
Baringdorf.	-0.000211
unforeseen.	-0.000211
unfortunately.	-0.000212
despatched.	-0.000212
nectarines.	-0.000212
radiations.	-0.000212
Indication.	-0.000212
jubilation.	-0.000212
Düsseldorf.	-0.000212
oversights.	-0.000212
pre-empted.	-0.000212
warehouses.	-0.000212
pessimists.	-0.000212
symbolic.	-0.000212
ambivalence.	-0.000212
reassurance.	-0.000212
appropriations.	-0.000212
Pailler.	-0.000212
matured.	-0.000212
distributors.	-0.000212
aerospace.	-0.000212
Commissions.	-0.000212
modernise.	-0.000212
transposing.	-0.000213
ambiguities.	-0.000213
right-wing.	-0.000213
Yushchenko.	-0.000213
Eriksson.	-0.000214
Enterprises.	-0.000214
cumbersome.	-0.000214
self-esteem.	-0.000214
much-needed.	-0.000215
bilingual.	-0.000215
Borghezio.	-0.000215
Kittelmann.	-0.000215
splitting.	-0.000215
mathematics.	-0.000216
paternalism.	-0.000216
Lage.	-0.000216
Queiró.	-0.000216
thread.	-0.000216
subscribers.	-0.000216
neo-liberal.	-0.000216
architects.	-0.000216
nominations.	-0.000217
biomethane.	-0.000217
equilibria.	-0.000217
yesteryear.	-0.000217
reassigned.	-0.000217
unbeatable.	-0.000217
stratagems.	-0.000217
inhumanely.	-0.000217
85/374/EEC.	-0.000217
aggressive.	-0.000217
turnaround.	-0.000217
inexorably.	-0.000217
enjoyed.	-0.000217
impositions.	-0.000218
antagonisms.	-0.000218
misfortunes.	-0.000218
emitting.	-0.000218
Goodwill.	-0.000218
departed.	-0.000218
dissolve.	-0.000218
glorious.	-0.000218
enclosed.	-0.000218
incubators.	-0.000218
Antarctica.	-0.000218
capitulate.	-0.000218
repentance.	-0.000218
ampicillin.	-0.000218
elasticity.	-0.000218
counsellor.	-0.000218
solicitors.	-0.000218
painted.	-0.000218
consumerism.	-0.000218
incoherence.	-0.000219
Tiananmen.	-0.000219
restructuring.	-0.000219
checking.	-0.000219
usefulness.	-0.000219
empowerment.	-0.000219
stimulating.	-0.000220
specialised.	-0.000220
flounder.	-0.000220
draining.	-0.000220
surveyed.	-0.000220
bleeding.	-0.000220
BSE-free.	-0.000220
endless.	-0.000220
fervently.	-0.000220
patiently.	-0.000220
strangely.	-0.000220
continually.	-0.000220
intelligence.	-0.000221
negative.	-0.000221
permissible.	-0.000221
petitioner.	-0.000221
re-election.	-0.000221
disturbances.	-0.000222
marginalised.	-0.000222
engagements.	-0.000222
fringes.	-0.000222
devalue.	-0.000222
disgusted.	-0.000222
complexes.	-0.000222
lawmakers.	-0.000222
reporters.	-0.000222
reunification.	-0.000222
Decision.	-0.000222
clothing.	-0.000223
liquidated.	-0.000223
reordering.	-0.000223
Brazilians.	-0.000223
impassable.	-0.000223
acrobatics.	-0.000223
80 million.	-0.000223
expansions.	-0.000223
northwards.	-0.000223
benfluorex.	-0.000223
affliction.	-0.000223
unutilised.	-0.000223
2000/60/EC.	-0.000223
hypothesis.	-0.000223
confrontation.	-0.000223
wherefores.	-0.000223
20 October.	-0.000223
juggernaut.	-0.000223
distraught.	-0.000223
centimetre.	-0.000223
equanimity.	-0.000223
fingertips.	-0.000223
confusions.	-0.000223
Mr Busquin.	-0.000223
1 December.	-0.000223
stabilized.	-0.000223
astronauts.	-0.000223
Busuttil.	-0.000223
ominous.	-0.000224
straight.	-0.000224
stifling.	-0.000224
reparation.	-0.000224
watchwords.	-0.000224
abductions.	-0.000224
focussed.	-0.000224
resonance.	-0.000225
distraction.	-0.000225
oppress.	-0.000225
Mercury.	-0.000225
Musotto.	-0.000225
miss.	-0.000225
microbes.	-0.000225
antennae.	-0.000225
subsides.	-0.000225
Rwandans.	-0.000225
Material.	-0.000225
dangling.	-0.000225
Mr Roche.	-0.000225
jokingly.	-0.000225
autocrat.	-0.000225
clear-up.	-0.000225
handbags.	-0.000225
Petition.	-0.000225
mishmash.	-0.000225
icebergs.	-0.000225
Heinrich.	-0.000225
Zaventem.	-0.000225
renewals.	-0.000225
Hearings.	-0.000225
Mrs Ries.	-0.000225
fracture.	-0.000225
Energies.	-0.000225
wantonly.	-0.000225
pondered.	-0.000225
Cavalese.	-0.000225
merciful.	-0.000225
Frisullo.	-0.000225
Mendonça.	-0.000225
seething.	-0.000225
squirrel.	-0.000225
Tuomioja.	-0.000225
Kiribati.	-0.000225
overshot.	-0.000225
misogyny.	-0.000225
classics.	-0.000225
Birgitta.	-0.000225
shadowed.	-0.000225
gravitas.	-0.000225
solitude.	-0.000225
meteoric.	-0.000225
mushroom.	-0.000225
Asturian.	-0.000225
Seillier.	-0.000225
ensnared.	-0.000225
overture.	-0.000225
pluralist.	-0.000226
decisiveness.	-0.000226
countering.	-0.000226
Fishing.	-0.000227
Petersburg.	-0.000227
superiority.	-0.000227
recital.	-0.000227
references.	-0.000227
modernize.	-0.000227
vagueness.	-0.000227
repudiate.	-0.000227
assembled.	-0.000227
counselling.	-0.000227
perceptions.	-0.000227
reformists.	-0.000228
regrouping.	-0.000228
Eurotunnel.	-0.000228
deliberation.	-0.000228
Ortuondo.	-0.000228
plain.	-0.000228
biography.	-0.000229
spin-offs.	-0.000229
CARIFORUM.	-0.000229
islanders.	-0.000229
short-sea.	-0.000229
harshness.	-0.000229
moderated.	-0.000229
Sinhalese.	-0.000229
cost-free.	-0.000229
Avgerinos.	-0.000229
polemical.	-0.000229
performer.	-0.000229
tightrope.	-0.000229
Charybdis.	-0.000229
Mr Patten.	-0.000229
Kralowetz.	-0.000229
developers.	-0.000229
width.	-0.000229
Jadot.	-0.000229
jeans.	-0.000229
Laura.	-0.000229
recap.	-0.000229
Corus.	-0.000229
lambs.	-0.000229
EPSCO.	-0.000229
Chichester.	-0.000230
contracting.	-0.000230
lamentable.	-0.000230
fitting.	-0.000230
confinement.	-0.000231
vehement.	-0.000231
borrowed.	-0.000231
Goldstone.	-0.000231
seamlessly.	-0.000231
involvement.	-0.000231
continental.	-0.000232
notions.	-0.000232
Pörtschach.	-0.000232
organization.	-0.000233
accompanying.	-0.000233
diminishes.	-0.000233
preferential.	-0.000233
Duisenberg.	-0.000234
diversities.	-0.000234
Ignalina.	-0.000234
exhibition.	-0.000234
2000/25/EC.	-0.000234
1 November.	-0.000234
ghettoised.	-0.000234
bloodbaths.	-0.000234
profligacy.	-0.000234
unrealised.	-0.000234
downstairs.	-0.000234
computer.	-0.000235
selective.	-0.000235
implementation.	-0.000235
furnished.	-0.000235
diagnoses.	-0.000235
relationships.	-0.000236
fraudulent.	-0.000236
2001/18/EC.	-0.000236
mediocrity.	-0.000236
syndicates.	-0.000236
inventors.	-0.000236
Napolitano.	-0.000236
hectolitres.	-0.000236
delivering.	-0.000236
Nelson.	-0.000237
sell.	-0.000238
depopulation.	-0.000238
Estemirova.	-0.000238
Realpolitik.	-0.000239
initialled.	-0.000239
sharing.	-0.000239
constituent.	-0.000239
Mesopotamia.	-0.000239
converted.	-0.000239
prostitutes.	-0.000239
possessions.	-0.000240
deliberate.	-0.000240
bottleneck.	-0.000240
wheelchair.	-0.000240
interfaces.	-0.000240
floodgates.	-0.000240
super-state.	-0.000240
mechanical.	-0.000240
Independent.	-0.000241
tapping.	-0.000242
partisan.	-0.000242
Carlsson.	-0.000242
Vilvorde.	-0.000242
paranoid.	-0.000242
critique.	-0.000242
foetuses.	-0.000242
confidential.	-0.000243
Khadraoui.	-0.000243
Yukos.	-0.000243
COSAC.	-0.000243
blend.	-0.000243
stern.	-0.000243
spilled.	-0.000243
Zeitung.	-0.000243
sourced.	-0.000243
sounder.	-0.000243
naively.	-0.000243
situated.	-0.000243
construction.	-0.000243
intergroups.	-0.000243
inexcusable.	-0.000243
Minorities.	-0.000244
Holiness.	-0.000244
Commerce.	-0.000244
Castillo.	-0.000244
reckoned.	-0.000244
hard-won.	-0.000244
stronghold.	-0.000244
mismanaged.	-0.000244
guillotine.	-0.000244
Andrikienė.	-0.000244
lessens.	-0.000244
Fontana.	-0.000244
gadgets.	-0.000244
faculty.	-0.000244
Lunacek.	-0.000244
kinship.	-0.000244
Trianon.	-0.000244
Alright.	-0.000244
coating.	-0.000244
Syria’s.	-0.000244
pillory.	-0.000244
fulsome.	-0.000244
Vernola.	-0.000244
Lubbers.	-0.000244
cowards.	-0.000244
Esclopé.	-0.000244
raining.	-0.000244
falsify.	-0.000244
concord.	-0.000244
Salinas.	-0.000244
despise.	-0.000244
Esteves.	-0.000244
caravan.	-0.000244
thrusts.	-0.000244
footballers.	-0.000244
predominate.	-0.000244
Memorandum.	-0.000244
indicative.	-0.000245
improper.	-0.000245
Colajanni.	-0.000245
stricken.	-0.000245
sportswomen.	-0.000245
crack.	-0.000245
expel.	-0.000245
repudiated.	-0.000246
collusion.	-0.000246
tachographs.	-0.000246
anachronism.	-0.000246
containers.	-0.000246
campaigned.	-0.000246
Treatment.	-0.000246
laboratories.	-0.000246
atmospheres.	-0.000246
retribution.	-0.000246
opening-up.	-0.000247
passages.	-0.000247
endorses.	-0.000247
cannibalism.	-0.000247
re-emerge.	-0.000247
tyrannies.	-0.000247
itinerary.	-0.000247
worrisome.	-0.000247
footballs.	-0.000247
fractured.	-0.000247
Kashmiris.	-0.000247
oversized.	-0.000247
porpoises.	-0.000247
appendage.	-0.000247
pamphlets.	-0.000247
calculating.	-0.000247
undemocratic.	-0.000248
accustomed.	-0.000248
lengths.	-0.000248
Disabilities.	-0.000248
Societies.	-0.000249
carriages.	-0.000249
parochial.	-0.000249
bickering.	-0.000249
fantasies.	-0.000249
continuation.	-0.000249
nitrogen.	-0.000249
predecessors.	-0.000249
usefully.	-0.000249
Galician.	-0.000249
unreservedly.	-0.000249
redundancies.	-0.000249
on-site.	-0.000249
Chicago.	-0.000249
pirated.	-0.000249
modernising.	-0.000250
ethanol.	-0.000250
empowered.	-0.000250
irrigation.	-0.000250
HELCOM.	-0.000250
mutate.	-0.000250
cannon.	-0.000250
softly.	-0.000250
tenths.	-0.000250
Arthur.	-0.000250
rashly.	-0.000250
avowed.	-0.000250
airing.	-0.000250
greens.	-0.000250
frugal.	-0.000250
clover.	-0.000250
leaner.	-0.000250
amused.	-0.000250
rarity.	-0.000250
Walesa.	-0.000250
Mennea.	-0.000250
unlimited.	-0.000250
passivity.	-0.000251
Netanyahu.	-0.000251
shades.	-0.000251
top-up.	-0.000251
Bruton.	-0.000251
apprentices.	-0.000251
discarding.	-0.000251
locomotives.	-0.000252
routinely.	-0.000252
marketable.	-0.000253
2001/55/EC.	-0.000253
fungicides.	-0.000253
exchequers.	-0.000253
privatized.	-0.000253
digression.	-0.000253
Meijer.	-0.000253
robust.	-0.000254
cooperates.	-0.000254
Larosière.	-0.000254
Marinucci.	-0.000254
Authorities.	-0.000255
incinerated.	-0.000255
signatories.	-0.000255
insistence.	-0.000255
intimidation.	-0.000256
stubborn.	-0.000256
horrible.	-0.000256
break-up.	-0.000256
Monaco.	-0.000257
Werner.	-0.000257
Patriarch.	-0.000257
civilization.	-0.000257
considerable.	-0.000257
obstruction.	-0.000258
accomplices.	-0.000258
visually.	-0.000258
leaflets.	-0.000258
Guardans.	-0.000258
diplomat.	-0.000258
Morillon.	-0.000258
answering.	-0.000258
collectively.	-0.000258
intrusion.	-0.000259
prevailing.	-0.000259
straightaway.	-0.000259
combination.	-0.000259
disagreement.	-0.000259
workshop.	-0.000261
gatherings.	-0.000261
2001/83/EC.	-0.000261
Homophobia.	-0.000261
nevertheless.	-0.000262
Cambridge.	-0.000263
Carinthia.	-0.000263
superiors.	-0.000263
fashioned.	-0.000263
Aristotle.	-0.000263
obstinate.	-0.000263
Magistris.	-0.000263
biotechnology.	-0.000263
timeframes.	-0.000263
underclass.	-0.000264
91/414/EEC.	-0.000264
soundness.	-0.000264
brokering.	-0.000264
Gallagher.	-0.000264
Adam.	-0.000264
chairing.	-0.000265
inactivity.	-0.000265
consortium.	-0.000265
develop.	-0.000265
assault.	-0.000265
Koslodui.	-0.000265
authored.	-0.000265
autistic.	-0.000265
moralist.	-0.000265
herrings.	-0.000265
Gulliver.	-0.000265
sulphite.	-0.000265
adherent.	-0.000265
Vendrell.	-0.000265
Steichen.	-0.000265
Miliband.	-0.000265
reptiles.	-0.000265
airwaves.	-0.000265
longline.	-0.000265
Eurocrat.	-0.000265
bomblets.	-0.000265
pilgrims.	-0.000265
rootless.	-0.000265
leakages.	-0.000265
Sihanouk.	-0.000265
convicts.	-0.000265
resented.	-0.000265
airplane.	-0.000265
Wideroos.	-0.000265
comforts.	-0.000265
burglary.	-0.000265
keyboard.	-0.000265
Dae-jung.	-0.000265
Balčytis.	-0.000265
likeable.	-0.000265
magnates.	-0.000265
rebelled.	-0.000265
rescuers.	-0.000265
WorldCom.	-0.000265
McDowell.	-0.000265
prophesy.	-0.000265
Anastase.	-0.000265
Cattenom.	-0.000265
Stolojan.	-0.000265
saviours.	-0.000265
Sorbonne.	-0.000265
fearless.	-0.000265
Venetian.	-0.000265
decipher.	-0.000265
Pachauri.	-0.000265
unwisely.	-0.000265
plotting.	-0.000265
nameless.	-0.000265
descends.	-0.000265
moveable.	-0.000265
crawling.	-0.000265
fortiori.	-0.000265
Wiersma.	-0.000265
understanding.	-0.000266
outstanding.	-0.000266
interventions.	-0.000266
stabilising.	-0.000266
renovate.	-0.000266
reappear.	-0.000266
baffling.	-0.000266
infectious.	-0.000266
feeding.	-0.000267
forebears.	-0.000267
Ranariddh.	-0.000267
Jugendamt.	-0.000267
Ossetians.	-0.000267
smothered.	-0.000267
plantings.	-0.000267
ministries.	-0.000267
Democrats.	-0.000267
impartiality.	-0.000267
Churchill.	-0.000268
asymmetry.	-0.000268
indisputable.	-0.000268
reckoning.	-0.000268
Lafontaine.	-0.000269
Wolfensohn.	-0.000269
hesitantly.	-0.000269
dissension.	-0.000269
fertiliser.	-0.000269
mentalities.	-0.000269
culling.	-0.000270
Botswana.	-0.000270
obligatory.	-0.000270
oligopolies.	-0.000270
surroundings.	-0.000270
abomination.	-0.000270
listen.	-0.000271
broadcasters.	-0.000271
winemakers.	-0.000271
antibodies.	-0.000271
carnivores.	-0.000271
mainstay.	-0.000272
privatise.	-0.000272
charging.	-0.000272
hospitality.	-0.000273
Proceedings.	-0.000273
distant.	-0.000273
dynamically.	-0.000273
impartially.	-0.000273
programming.	-0.000273
Bundesbank.	-0.000273
prosecutors.	-0.000273
on-going.	-0.000273
hijacked.	-0.000274
combined.	-0.000274
